label,message,year
fraud,Save money on wedding lingerie at www.bridal.petticoatdreams.co.uk Choose from a superb selection with national delivery. Brought to you by WeddingFriend,2024
normal,"Dad wanted to talk about the apartment so I got a late start, omw now",2022
normal,Yup i've finished c ü there...,2021
normal,Same to u...,2023
normal,"You’re too busy studying, you never have time to see them.",2021
normal,No problem baby. Is this is a good time to talk? I called and left a message.,2022
normal,They are just making it easy to pay back. I have  &lt;#&gt; yrs to say but i can pay back earlier. You get?,2022
normal,But we havent got da topic yet rite?,2023
normal,Hhahhaahahah rofl wtf nig was leonardo in your room or something,2021
normal,"Nice. Wait...should you be texting right now? I'm not gonna pay your ticket, ya know!",2021
fraud,"REMINDER FROM O2: To get 2.50 pounds free call credit and details of great offers pls reply 2 this text with your valid name, house no and postcode",2024
normal,"Sorry, I'll call later",2022
normal,K. I will sent it again,2021
normal,Going through a very different feeling. wavering decisions and coping up with the same is the same individual.time will heal everything i believe.,2023
normal,Thats cool. I want to please you...,2022
normal,I need you to be in my strong arms...,2023
normal,Then she dun believe wat?,2021
normal,"Dear friends, sorry for the late information. Today is the birthday of our loving Ar.Praveesh. for more details log on to face book and see. Its his number + &lt;#&gt; . Dont miss a delicious treat.",2021
normal,OK..you also don't message or reply to his message..,2022
normal,I hate you.,2021
fraud,"Free-message: Jamster!Get the crazy frog sound now! For poly text MAD1, for real text MAD2 to 88888. 6 crazy sounds for just 3 GBP/week! 16+only! T&C's apply",2024
normal,"Well, i'm glad you didn't find it totally disagreeable ... Lol",2021
normal,I sent them. Do you like?,2022
normal,Infact happy new year. How are you where are you when are we seeing,2023
normal,ARE YOU IN TOWN? THIS IS V. IMPORTANT,2022
fraud,"Hello sir , I am from icici bank.",2025
normal,Good evening! this is roger. How are you?,2021
normal,did u get that message,2023
normal,Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish.,2022
normal,Missed your call cause I was yelling at scrappy. Miss you. Can't wait for you to come home. I'm so lonely today.,2021
normal,Exactly. Anyways how far. Is jide her to study or just visiting,2023
normal,We're finally ready fyi,2021
normal,Jordan got voted out last nite!,2021
normal,Lol ok your forgiven :),2022
normal,Mine is alright. I’m also finding chemistry to be bit challenging because of its vast syllabus and too much memorization in organic chemistry.,2022
normal,"I'm in solihull, | do you want anything?",2023
normal,U definitely need a module from e humanities dis sem izzit? U wan 2 take other modules 1st?,2021
normal,"My friend, she's studying at warwick, we've planned to go shopping and to concert tmw, but it may be canceled, havn't seen  for ages, yeah we should get together sometime!",2022
normal,I am going shopping today with my mom and sister. What have you bought for yourself?,2023
normal,Sorry da:)i was thought of calling you lot of times:)lil busy.i will call you at noon..,2021
normal,Dont flatter yourself... Tell that man of mine two pints of carlin in ten minutes please.... ,2022
normal,"Doing nothing, then u not having dinner w us?",2021
normal,Can ü send me a copy of da report?,2021
normal,Yeh. Indians was nice. Tho it did kane me off a bit he he. We shud go out 4 a drink sometime soon. Mite hav 2 go 2 da works 4 a laugh soon. Love Pete x x,2021
normal,My battery is low babe,2023
normal,Haha... Hope ü can hear the receipt sound... Gd luck!,2021
normal,Ya had just now.onion roast.,2021
normal,Just do what ever is easier for you,2023
normal,No message..no responce..what happend?,2021
fraud,"WELL DONE! Your 4* Costa Del Sol Holiday or £5000 await collection. Call 09050090044 Now toClaim. SAE, TCs, POBox334, Stockport, SK38xh, Cost£1.50/pm, Max10mins",2025
fraud,"hello sir, i am from hdfc bank, sir i have call you for your bank account verification do you want verify your account. sir then tell me your aadhar card number and pan card and your debit/credit card number.",2024
normal,Surly ill give it to you:-) while coming to review.,2022
fraud,U have a Secret Admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09065171142-stopsms-08718727870150ppm,2023
fraud,How about getting in touch with folks waiting for company? Just text back your NAME and AGE to opt in! Enjoy the community (150p/SMS),2021
normal,Ok thanx...,2021
normal,To day class is there are no class.,2022
normal,Don't think so. It turns off like randomlly within 5min of opening,2022
normal,HI DARLIN IVE JUST GOT BACK AND I HAD A REALLY NICE NIGHT AND THANKS SO MUCH FOR THE LIFT SEE U TOMORROW XXX,2021
normal,&lt;#&gt;  great loxahatchee xmas tree burning update: you can totally see stars here,2023
normal,Otherwise had part time job na-tuition..,2023
normal,These are really fine. I was looking for such books. I would buy these two and also show me a good book on English Grammar.,2022
normal,Are these about animals?,2022
normal,Alrite jod hows the revision goin? Keris bin doin a smidgin. N e way u wanna cum over after college?xx,2021
normal,"Sure thing big man. i have hockey elections at 6, shouldn‘t go on longer than an hour though",2021
normal,"Received, understood n acted upon!",2023
normal,"No, I was trying it all weekend ;V",2023
normal,"Especially since i talk about boston all up in my personal statement, lol! I woulda changed that if i had realized it said nyc! It says boston now.",2021
normal,Hey you still want to go for yogasana? Coz if we end at cine then can go bathe and hav the steam bath,2021
normal,Hey do you want anything to buy:),2023
normal,Im just wondering what your doing right now?,2021
normal,Oh yeah clearly it's my fault,2023
normal,I think it's all still in my car,2023
normal,Package all your programs well,2021
normal,He neva grumble but i sad lor... Hee... Buy tmr lor aft lunch. But we still meetin 4 lunch tmr a not. Neva hear fr them lei. Ü got a lot of work ar?,2021
fraud,XMAS iscoming & ur awarded either £500 CD gift vouchers & free entry 2 r £100 weekly draw txt MUSIC to 87066 TnC www.Ldew.com1win150ppmx3age16subscription ,2024
normal,Huh means computational science... Y they like dat one push here n there...,2023
fraud,Our brand new mobile music service is now live. The free music player will arrive shortly. Just install on your phone to browse content from the top artists.,2023
normal,"K, jason says he's gonna be around so I'll be up there around  &lt;#&gt;",2022
normal,"Bottled water, please.",2023
normal,I jokin oni lar.. Ü busy then i wun disturb ü.,2021
normal,I have a great tension about our new book of Communicative English. ,2022
normal,Ok pa. Nothing problem:-),2021
normal,In e msg jus now. U said thanks for gift.,2022
normal,Yeah confirmed for you staying at  that weekend,2022
normal,It seems you have been looking for this opportunity for a coon’s age.,2021
normal,We can go 4 e normal pilates after our intro...  ,2021
fraud,hello sir i am from vodafone customer care center we are doing verification of yours number that's why in your phone four digit opt will have send. tell me that otp.,2022
normal,Dont think you need yellow card for uk travel. Ask someone that has gone before. If you do its just  &lt;#&gt; bucks,2021
fraud,"Sunshine Hols. To claim ur med holiday send a stamped self address envelope to Drinks on Us UK, PO Box 113, Bray, Wicklow, Eire. Quiz Starts Saturday! Unsub Stop",2022
normal,They don't put that stuff on the roads to keep it from getting slippery over there?,2021
normal,Anything...,2022
fraud,FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 87077 Get txting and tell ur mates. zed POBox 36504 W45WQ norm150p/tone 16+,2022
normal,I cant pick the phone right now. Pls send a message,2022
fraud,You have 1 new voicemail. Please call 08719181513.,2021
normal,"Well, I have to leave for my class babe ... You never came back to me ... :-( ... Hope you have a nice sleep, my love",2023
normal,G wants to know where the fuck you are,2022
normal,Don no da:)whats you plan?,2022
normal,Thanx a lot...,2021
normal,How will I creep on you now? ;_;,2023
normal,You are not bothering me but you have to trust my answers. Pls.,2021
normal,Jay is snickering and tells me that x is totally fucking up the chords as we speak,2021
normal,Discussed with your mother ah?,2022
fraud,Congratulations you are awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16,2022
normal,Jokin only lar... :-) depends on which phone my father can get lor...,2021
normal,Yar i wanted 2 scold u yest but late already... I where got zhong se qing you? If u ask me b4 he ask me then i'll go out w u all lor. N u still can act so real.,2023
normal,Who u talking about?,2023
normal,Do u know dis no. &lt;#&gt; ?,2021
normal,Then ü come n pick me at 530 ar?,2023
normal,Your number is 98*****432?,2023
normal,Aiyar dun disturb u liao... Thk u have lots 2 do aft ur cupboard come...,2023
normal,I am glad to meet you. How are you?,2022
normal,How? Izzit still raining?,2023
normal,Thanx 4 sending me home...,2022
normal,"No sir, I have no bad habits except smoking. My life is quite easy and comfortable - I seldom take exercise. My diet is quite rich consisting of meat, eggs, and fats.",2023
normal,I am in tirupur.  call you da.,2022
normal,Eat jap done oso aft ur lect wat... Ü got lect at 12 rite... ,2022
normal,Oh really. May I know which problems they are? Maybe I could help you with this.,2023
normal,Thank you for calling. Have a great day ahead.,2021
normal,Pls call me da. What happen.,2022
normal,Enjoy urself tmr...,2022
normal,Come to medical college at 7pm ......forward it da,2023
normal,Hey leave it. not a big deal. take care.,2022
fraud,Wanna get laid 2nite? Want real Dogging locations sent direct to ur mobile? Join the UK's largest Dogging Network. Txt PARK to 69696 now! Nyt. ec2a. 3lp £1.50/msg,2025
normal,Ok... But they said i've got wisdom teeth hidden inside n mayb need 2 remove.,2022
fraud,todays vodafone numbers ending with 0089(my last four digits) are selected to received a £350 award. If your number matches please call 09063442151 to claim your £350 award,2021
normal,Ok i juz receive..,2022
normal,"I shall book chez jules for half eight, if that's ok with you?",2022
normal,Dude i have been seeing a lotta corvettes lately,2021
normal,Nope. Think i will go for it on monday. Sorry i replied so late.,2021
normal,I am going to sao mu today. Will be done only at 12 ,2023
normal,"Same here, but I consider walls and bunkers and shit important just because I never play on peaceful but I guess your place is high enough that it don't matter",2022
normal,No calls..messages..missed calls.,2022
normal,Just send a text. We'll skype later.,2023
fraud,"hello sir, i am from india bank, sir i have call you for your bank account verification do you want verify your account. sir then tell me your aadhar card number and pan card and your debit/credit card number.",2021
